soil_moisture,temperature,humidity,vegetation_index,water_stress
28.727005942368123,29.990107311871604,64.67011978605217,0.4309526841134625,0
57.53571532049581,37.40240317537783,52.15047174739352,0.7717168933596338,0
46.59969709057025,31.880003419689995,87.51489674047586,0.8960637715534701,0
39.93292420985183,17.49907749335389,35.32849156889667,0.7885330764789319,0
17.800932022121827,20.56740710350666,61.14994911992585,0.44230004850400456,0
17.799726016810133,21.579845520927574,69.01470104931559,0.6978766753890037,0
12.904180608409973,22.735927609345346,77.78951425417671,0.5737464128937513,0
53.308807288746756,31.96210175851513,48.4879721299605,0.750562448718386,0
40.05575058716044,30.118973394761806,68.08453353602371,0.3071681762523692,0
45.40362888980228,21.09480115092627,41.224102996899795,0.6466942148521327,0
11.029224714790121,17.026645303670612,50.48332646532742,0.7415667413392142,0
58.49549260809972,20.142966134241544,82.69389918423795,0.732861934784648,0
51.622132040021086,44.5314393785581,86.4935326531668,0.8745151039226471,0
20.616955533913806,29.05640849374417,70.31721428490853,0.24088796654902406,1
19.09124836035503,41.02036514106337,46.20463235433295,0.4420455583646034,1
19.17022549267169,40.4625740000653,77.40404529822648,0.5335875072540072,1
25.212112147976885,30.34558672388621,21.810695720779414,0.4168344698744568,1
36.23782158161189,36.200631253816304,27.192213737759474,0.4168526595707296,1
31.597250932105787,20.782560312381367,66.29616154627527,0.32329002468294843,0
24.561457009902096,35.65190114780725,40.38740026890402,0.7690659821176454,1
40.59264473611897,23.171537377898687,86.59703528803344,0.8356483310691797,0
16.97469303260209,39.961862902624524,50.524242846461334,0.2576291517002254,1
24.60723242676091,17.511723993267296,50.05553742724239,0.30842923823080903,0
28.318092164684586,38.19416018655833,67.4655657133652,0.35991709991029724,1
32.8034992108518,17.998107197058587,73.72979936143328,0.5562912386979184,0
49.25879806965068,41.43567710682927,53.28911166875955,0.7538204233106769,0
19.983689107917986,24.12613554405011,34.98006311982069,0.25001886733546513,1
35.71172192068058,34.631800944917245,74.13160499079352,0.6457690899609,0
39.620728443102124,29.625068358608395,42.42458924115393,0.30453481938929383,0
12.322520635999886,25.98909435787017,32.25775385057003,0.8800199475133856,1
40.37724259507192,34.363254995504896,64.21481329475093,0.8291414015962192,0
18.526206184364575,43.42568941653714,26.33175668932453,0.8647079942620264,1
13.252579649263975,16.238092421238655,87.99468725602385,0.27431471430789567,0
57.44427686266666,42.56558567649313,64.26780850884958,0.5416254679979343,0
58.28160165372797,33.272449650630406,89.0126864645229,0.3156725968988627,0
50.419867405823055,39.21942902307157,43.722539643504525,0.6202488855482163,0
25.230688458668535,26.516248603028327,87.98436128332786,0.3629173788633049,0
14.883605700319194,29.15528924512841,30.18935734100365,0.7394416883582795,1
44.211651325607846,41.06552255403492,22.848634064291993,0.6508018204547674,1
32.007624686980066,27.44543909429469,22.30888423182218,0.6001232160010881,1
16.10191174223894,31.03978700247255,52.54092594194589,0.7776590105757308,1
34.75884550556351,15.605847692529988,25.810293823501635,0.5501911215844643,0
11.71942605576092,19.757940175141268,55.85175189173212,0.38889621824197923,1
55.4660201039391,34.25059523924399,42.925035245623036,0.6344938477600617,0
22.938999080000848,36.509307031916315,43.49402947318809,0.8699438425384642,1
43.1261142176991,32.47802810353498,64.49262975816188,0.620811554340944,0
25.585553804470546,19.29930108826832,31.41686043061341,0.6407336143276015,0
36.00340105889054,28.362162857335043,73.65873592378117,0.854325476881765,0
37.33551396716398,25.652842990895696,60.742164384504434,0.5606925702154214,0
19.242722776276352,29.86984032105265,84.04612401932576,0.8974502232003547,0
58.47923138822793,41.10987103662283,45.538845763726634,0.3117634304731528,0
48.75664116805573,38.27584315975955,88.79004944469878,0.5759278901086241,0
56.97494707820945,17.51968504167477,60.30793526998163,0.34903058871006704,0
